id,budget,countries,imdbId,imdbRating,imdbVotes,languages,movieId,plot,poster,released,revenue,runtime,title,tmdbId,url,year
374,35000000,"[Japan,  USA]",0111301,3.8,51587,"[English,  Japanese,  Esperanto]",393,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,https://image.tmdb.org/t/p/w440_and_h660_face/x27DvYqsRlszX47KMOR5ZO0A8rY.jpg,1994-12-23,99423521,102,Street Fighter,11667,https://themoviedb.org/movie/11667,1994
375,null,[USA],0113827,5.1,134,[English],401,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,https://image.tmdb.org/t/p/w440_and_h660_face/a7qJwMyIqXyTq6sz0rQhq6Wuxj6.jpg,1995-01-01,null,92,Mirage,226229,https://themoviedb.org/movie/226229,1995
376,26000000,"[Canada,  France,  UK]",0110027,4.3,15738,[English],405,"Deceived that he had won the Prize, Connor MacLeod awakens from a peaceful life when an entombed immortal magician comes seeking the Highlander.",https://image.tmdb.org/t/p/w440_and_h660_face/4lVKy9bsVw78EFhd4yHTDwgBr0U.jpg,1995-01-27,36800000,99,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),8011,https://themoviedb.org/movie/8011,1994
377,8000000,[USA],0113409,7.2,41663,[English],407,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,https://image.tmdb.org/t/p/w440_and_h660_face/xe9qHPnkYsE2TlrAgxzxTNwTqEm.jpg,1995-02-03,8946600,95,In the Mouth of Madness,2654,https://themoviedb.org/movie/2654,1994
378,null,[USA],0109021,6.5,3742,[English],408,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",https://image.tmdb.org/t/p/w440_and_h660_face/wqKVkOveZrK6zwfrptGLVPmnMpR.jpg,1994-02-25,null,105,8 Seconds,18069,https://themoviedb.org/movie/18069,1994
379,null,[USA],0109035,6.6,9924,[English],409,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",https://image.tmdb.org/t/p/w440_and_h660_face/dQBphXPx16dyfut7VxZ9ZghxxJZ.jpg,1994-03-23,null,96,Above the Rim,19092,https://themoviedb.org/movie/19092,1994
380,47000000,[USA],0106220,6.6,54976,[English],410,A comical Gothic horror-movie-type family tries to rescue their beloved uncle from his gold-digging new love.,https://image.tmdb.org/t/p/w440_and_h660_face/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg,1993-11-19,48919043,94,Addams Family Values,2758,https://themoviedb.org/movie/2758,1993
381,34000000,[USA],0106226,7.2,35348,"[English,  Italian]",412,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",https://image.tmdb.org/t/p/w440_and_h660_face/4AZTFjb3NaRpVXQA4irlQvhfar.jpg,1993-10-01,32255440,139,"Age of Innocence, The",10436,https://themoviedb.org/movie/10436,1993
382,null,[USA],0109068,6.0,36811,[English],413,Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head DJ refuses to play them.,https://image.tmdb.org/t/p/w440_and_h660_face/caztkbLTC3GHkVljVsPHiTVh9Pl.jpg,1994-08-05,null,92,Airheads,13595,https://themoviedb.org/movie/13595,1994
383,17080000,[USA],0109067,5.5,7260,[English],414,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball ...",https://image.tmdb.org/t/p/w440_and_h660_face/xw4qzyyse50T3P81HNlG7AXsAQx.jpg,1994-01-07,21011500,107,"Air Up There, The",46094,https://themoviedb.org/movie/46094,1994
384,null,[USA],0106292,5.5,10654,[English],415,Prankster cops Chris and Bill are joined by a Gina from the DA's office to stakeout a lakeside home.,https://image.tmdb.org/t/p/w440_and_h660_face/1xlAoV5GrKzDzcnQRWOhjRGJ3lK.jpg,1993-07-23,null,108,Another Stakeout,9409,https://themoviedb.org/movie/9409,1993
385,null,[USA],0109198,5.0,9332,"[English,  Spanish]",416,Four prostitutes join together to travel the Old West.,https://image.tmdb.org/t/p/w440_and_h660_face/m2689gmI09K6y92Ffb5IGVQlqRu.jpg,1994-04-22,15240435,99,Bad Girls,11853,https://themoviedb.org/movie/11853,1994
386,3200000,[USA],0109219,7.0,4209,"[English,  Spanish]",417,"Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer ...",https://image.tmdb.org/t/p/w440_and_h660_face/7dgX3naR9EsFMvQhwHY8My6r5FR.jpg,1994-07-29,null,101,Barcelona,16771,https://themoviedb.org/movie/16771,1994
387,40000000,"[UK,  Japan]",0106379,5.3,3255,"[English,  Scottish Gaelic]",418,One man must learn the meaning of courage across four lifetimes centuries apart.,https://image.tmdb.org/t/p/w440_and_h660_face/uKk1WFT9iRWj8zy4Q8SWB8FTU26.jpg,1994-05-06,null,122,Being Human,46924,https://themoviedb.org/movie/46924,1994
388,null,[USA],0106400,4.8,14120,[English],419,"A feature adaptation of the classic TV show, when nice guy redneck Jed Clampett strikes it rich when he finds black oil, and moves he and his kin to posh Beverly Hills.",https://image.tmdb.org/t/p/w440_and_h660_face/refYLEQvzkY63i2IHronCPQODex.jpg,1993-10-15,null,92,"Beverly Hillbillies, The",11041,https://themoviedb.org/movie/11041,1993
389,50000000,[USA],0109254,5.5,58539,[English],420,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who shot his boss are running a counterfeit money ring out of a theme park in Los Angeles.",https://image.tmdb.org/t/p/w440_and_h660_face/5vpUjm2wnR2cyrqEhpJTsu1pfhg.jpg,1994-05-25,119208989,104,Beverly Hills Cop III,306,https://themoviedb.org/movie/306,1994
390,null,"[USA,  UK]",0109279,6.6,6942,[English],421,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",https://image.tmdb.org/t/p/w440_and_h660_face/5uH60FBDPQoyAnc4uvU0fIB8JXv.jpg,1994-07-29,null,88,Black Beauty,14522,https://themoviedb.org/movie/14522,1994
391,null,[USA],0109297,6.2,6254,[English],422,"Emma is a blind violinist who finally gets the opportunity to see. Meanwhile, a string of bizarre rapes and murders has taken place. All of the victims have had transplants within the last month. A coincidence, or is Emma next?",https://image.tmdb.org/t/p/w440_and_h660_face/yNlatJk6C2zYTqAUkaxtBJQKQSf.jpg,1994-01-26,16668552,106,Blink,26203,https://themoviedb.org/movie/26203,1994
392,null,[USA],0109303,6.2,22625,"[English,  Irish]",423,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,https://image.tmdb.org/t/p/w440_and_h660_face/lszv2OiImvhzcTtfxDaNiHhTK7J.jpg,1994-07-01,30156002,121,Blown Away,178,https://themoviedb.org/movie/178,1994
393,null,[USA],0109305,6.0,9228,[English],424,A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,https://image.tmdb.org/t/p/w440_and_h660_face/tO71i4Ob64tchCRBB5MoqonPKAF.jpg,1994-02-18,null,108,Blue Chips,19819,https://themoviedb.org/movie/19819,1994
394,null,[USA],0109306,6.4,5061,"[English,  French]",425,"Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.",https://image.tmdb.org/t/p/w440_and_h660_face/zG40OnO4Y98lo1iDHyFo5TaZyP1.jpg,1994-09-16,null,101,Blue Sky,57834,https://themoviedb.org/movie/57834,1994
395,13000000,[USA],0106452,5.9,13149,[English],426,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,https://image.tmdb.org/t/p/w440_and_h660_face/s8WdtuOBvfEsuPtbQVpNfEgd5aR.jpg,1994-01-28,428868,87,Body Snatchers,4722,https://themoviedb.org/movie/4722,1993
396,null,[USA],0106471,4.5,9340,[English],427,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.",https://image.tmdb.org/t/p/w440_and_h660_face/fL8b32TY3Cxe661kztmzz5AlIM0.jpg,1993-09-03,1796389,107,Boxing Helena,18215,https://themoviedb.org/movie/18215,1993
397,10000000,[USA],0106489,7.8,95404,"[English,  Italian]",428,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,https://image.tmdb.org/t/p/w440_and_h660_face/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,1993-10-01,17287898,121,"Bronx Tale, A",1607,https://themoviedb.org/movie/1607,1993
398,null,[USA],0109361,5.0,6815,[English],429,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.",https://image.tmdb.org/t/p/w440_and_h660_face/xy2BzE3siqU67VQCQ2k4xideNNM.jpg,1994-01-07,3662459,80,Cabin Boy,26391,https://themoviedb.org/movie/26391,1994
399,30000000,[USA],0106519,7.9,158461,"[English,  Spanish]",431,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",https://image.tmdb.org/t/p/w440_and_h660_face/g6D7mjQtndu768cusGmoEQY9fTB.jpg,1993-11-12,36516012,144,Carlito's Way,6075,https://themoviedb.org/movie/6075,1993
400,40,[USA],0109439,5.4,14730,[English],432,"Shortly after their first western adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and set out to discover its secrets.",https://image.tmdb.org/t/p/w440_and_h660_face/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg,1994-06-10,43,116,City Slickers II: The Legend of Curly's Gold,11310,https://themoviedb.org/movie/11310,1994
401,null,[USA],0109443,5.6,2997,[English],433,A private eye who has amnesia must go to court about a kingpin's murder.,https://image.tmdb.org/t/p/w440_and_h660_face/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,1994-05-06,7355425,107,Clean Slate,18658,https://themoviedb.org/movie/18658,1994
402,70000000,"[USA,  Italy,  France]",0106582,6.4,93278,[English],434,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,https://image.tmdb.org/t/p/w440_and_h660_face/aGDG7eMDrzj84A7rPHLnRjUe711.jpg,1993-05-28,255000211,112,Cliffhanger,9350,https://themoviedb.org/movie/9350,1993
403,null,[USA],0106598,5.2,41167,[English],435,Aliens with conical crania crash land on Earth.,https://image.tmdb.org/t/p/w440_and_h660_face/kmD0llGIO4LXSkIqCIlswWQ2Hy3.jpg,1993-07-23,null,88,Coneheads,9612,https://themoviedb.org/movie/9612,1993
404,40000000,[USA],0109456,5.1,18525,[English],436,"A color-blind psychiatrist Bill Capa is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that Capa begins having intense sexual encounters with.",https://image.tmdb.org/t/p/w440_and_h660_face/wkkmt0u8Qz48Wa8CCgPtpiqzImP.jpg,1994-08-19,19726050,121,Color of Night,2124,https://themoviedb.org/movie/2124,1994
405,null,[USA],0109480,4.9,5071,[English],437,"When police discover that a mob hitman has moved in next door to the Robbersons, they want to find out what he is up to. So they set up a stakeout in the Robbersons' home. Hard-nosed, ...",https://image.tmdb.org/t/p/w440_and_h660_face/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg,1994-04-15,null,93,Cops and Robbersons,26261,https://themoviedb.org/movie/26261,1994
406,null,[USA],0109493,5.7,6078,[English],438,"Two buddies and championship rodeo partners travel to New York to find their missing friend, Nacho Salazar, after he disappears after travelling to New York City to pick up his daughter, ...",https://image.tmdb.org/t/p/w440_and_h660_face/cqGFoEY7feYt6l0LGsNPA75bS6j.jpg,1994-06-03,null,102,"Cowboy Way, The",19176,https://themoviedb.org/movie/19176,1994
407,10000000,"[Italy,  USA]",0106660,5.7,2714,[English],439,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",https://image.tmdb.org/t/p/w440_and_h660_face/f8Vd4eq4Rq6ns54IRyouCNfOEmY.jpg,1993-11-19,1261210,108,Dangerous Game,49299,https://themoviedb.org/movie/49299,1993
408,null,[USA],0106673,6.8,40092,"[English,  Spanish]",440,"To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance, is put in his place.",https://image.tmdb.org/t/p/w440_and_h660_face/wIUuf1NFchdCJe833JBTiSMzqfv.jpg,1993-05-07,63000000,110,Dave,11566,https://themoviedb.org/movie/11566,1993
409,6900000,[USA],0106677,7.7,113477,[English],441,The adventures of high school and junior high students on the last day of school in May 1976.,https://image.tmdb.org/t/p/w440_and_h660_face/yJDJ2svbSHECzhr5tEV9JZTblhV.jpg,1994-02-10,7993039,102,Dazed and Confused,9571,https://themoviedb.org/movie/9571,1993
410,57000000,[USA],0106697,6.6,120427,[English],442,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,https://image.tmdb.org/t/p/w440_and_h660_face/49GjSZn9FnSnrRFmsA4x5WAj8oB.jpg,1993-10-08,159055768,115,Demolition Man,9739,https://themoviedb.org/movie/9739,1993
411,null,[USA],0109729,7.6,1477,[English],443,"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the...",https://image.tmdb.org/t/p/w440_and_h660_face/783vZiSUpGeTiFfLQgZlusuapHG.jpg,1994-06-03,null,109,"Endless Summer 2, The",24257,https://themoviedb.org/movie/24257,1994
412,8000000,[USA],0106834,4.3,6061,"[English,  German]",444,Sissy Hankshaw is born with enormous thumbs that help her hitchhiking through the US from a young age. She becomes a model in advertising and her NY agent 'the Countess' sends her to his ...,https://image.tmdb.org/t/p/w440_and_h660_face/o8DkDcsLd8H38hj46HLmT81swgZ.jpg,1994-05-20,null,95,Even Cowgirls Get the Blues,34444,https://themoviedb.org/movie/34444,1993
413,null,[USA],0106873,5.6,5362,"[English,  Yiddish]",445,"A spoof of the late 80s and early 90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, Cape Fear and others. A cop/attorney (yes he's both) is ...",https://image.tmdb.org/t/p/w440_and_h660_face/1C6CpzLarG9pYS6pWt5w45vAJT4.jpg,1993-10-29,null,91,Fatal Instinct,26141,https://themoviedb.org/movie/26141,1993
414,null,"[China,  Hong Kong]",0106332,8.1,16928,[Mandarin],446,"The story of two men, who met as apprentices in the Peking Opera, and stayed friends for over 50 years.",https://image.tmdb.org/t/p/w440_and_h660_face/vHC9dtjOzuwTLP4PIe2X9Dakk60.jpg,1993-10-15,null,171,Farewell My Concubine (Ba wang bie ji),10997,https://themoviedb.org/movie/10997,1993
415,13000000,[USA],0109783,5.2,2020,[English],447,"Kathy is married to Peter. Now she can't help but wonder how things could have been if she got together with her old boyfriend, Tom. Being married prevents from doing that so she asks her ...",https://image.tmdb.org/t/p/w440_and_h660_face/ofBcSUYZ4Qa5eqE2FRnOcNQqTIC.jpg,1994-04-29,3134081,97,"Favor, The",50463,https://themoviedb.org/movie/50463,1994
416,null,[USA],0106881,7.2,17221,[English],448,A man's personality is dramatically changed after surviving a major airline crash.,https://image.tmdb.org/t/p/w440_and_h660_face/yiCAa85nJJDFiq0LmZ2Fgvu4RgY.jpg,1993-11-05,null,122,Fearless,10443,https://themoviedb.org/movie/10443,1993
417,null,"[USA,  UK]",0106880,7.2,3320,[English],449,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",https://image.tmdb.org/t/p/w440_and_h660_face/llfg13wnc91BK366qDm5ZebQLTp.jpg,1994-06-03,null,88,Fear of a Black Hat,20239,https://themoviedb.org/movie/20239,1993
418,null,[USA],0111732,6.6,10761,[English],450,"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",https://image.tmdb.org/t/p/w440_and_h660_face/eI27og2R6qlJsnQwCDFEdreAorK.jpg,1994-04-29,20016254,103,With Honors,16297,https://themoviedb.org/movie/16297,1994
419,null,[USA],0106926,6.2,3927,[English],451,"Some thirty years after Arlis witnesses his father murdering a family, he runs into Kay, who happens to be the family's baby who was spared. Kay and Arlis suspect nothing about each other, ...",https://image.tmdb.org/t/p/w440_and_h660_face/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,1993-11-05,9488998,126,Flesh and Bone,18551,https://themoviedb.org/movie/18551,1993
